drug_name,side_effects,generic_name,drug_classes,brand_names
BenzePro,"BenzePro can cause a rare but serious allergic reaction or severe skin irritation. These reactions may occur just a few minutes after you apply the medicine, or within a day or longer afterward. Stop using this medicine and get emergency medical help if you have signs of an allergic reaction : hives, itching; difficult breathing, feeling light-headed; swelling of your face, lips, tongue, or throat. Stop using benzoyl peroxide and call your doctor at once if you have any of these side effects on the treated skin: severe itching or burning; severe stinging or redness; swelling; or peeling. Common side effects of BenzePro may include: mild stinging or burning; itching or tingly feeling; skin dryness, peeling, or flaking; or redness or other irritation.",benzoyl peroxide topical,Topical acne agents,"Acne-Clear, Benzac AC, Benziq, Brevoxyl Acne Wash Kit, Clearskin, Fostex Wash 10%, NeoBenz Micro, Neutrogena Acne Mask, Oscion, Oxy Daily Wash, Oxy-10, Pacnex, PanOxyl, Persa-Gel, Riax, SoluCLENZ Rx, Triaz"
Benziq,"Benziq can cause a rare but serious allergic reaction or severe skin irritation. These reactions may occur just a few minutes after you apply the medicine, or within a day or longer afterward. Stop using this medicine and get emergency medical help if you have signs of an allergic reaction : hives, itching; difficult breathing, feeling light-headed; swelling of your face, lips, tongue, or throat. Stop using benzoyl peroxide and call your doctor at once if you have any of these side effects on the treated skin: severe itching or burning; severe stinging or redness; swelling; or peeling. Common side effects of Benziq may include: mild stinging or burning; itching or tingly feeling; skin dryness, peeling, or flaking; or redness or other irritation.",benzoyl peroxide topical,Topical acne agents,"Acne-Clear, Benzac AC, BenzePrO, Brevoxyl Acne Wash Kit, Clearskin, Fostex Wash 10%, NeoBenz Micro, Neutrogena Acne Mask, Oscion, Oxy Daily Wash, Oxy-10, Pacnex, PanOxyl, Persa-Gel, Riax, SoluCLENZ Rx, Triaz"
benzoyl peroxide / hydrocortisone,"Stop using this medicine and get emergency medical help if you have signs of a serious allergic reaction or severe skin irritation : hives, itching; difficult breathing, feeling light-headed; swelling of your face, lips, tongue, or throat. These reactions may occur just a few minutes after you apply the medicine, or within a day or longer afterward. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: severe burning, stinging, or redness of treated skin; severe itching, or other skin irritation; or signs of skin infection--warmth, redness, swelling, oozing, redness or crusting around your hair follicles. Your skin can absorb hydrocortisone, which may cause steroid side effects throughout the body. Stop using this medicine and call your doctor if you have: weight gain (especially in your face or your upper back and torso); slow wound healing, thinning skin, increased body hair; irregular menstrual periods, changes in sexual function; or muscle weakness, tired feeling, depression , anxiety , feeling irritable. Children can absorb larger amounts of this medicine through the skin and may be more likely to have side effects. Common side effects of benzoyl peroxide and hydrocortisone topical may include: mild stinging or burning (especially when applying this medicine to your neck or other sensitive skin areas); itching or tingly feeling; skin dryness, peeling, or flaking; or mild redness or irritation.",benzoyl peroxide and hydrocortisone topical,Topical acne agents,Vanoxide-HC
benzoyl peroxide / salicylic acid,"Benzoyl peroxide and salicylic acid topical can cause a rare but serious allergic reaction or severe skin irritation. These reactions may occur just a few minutes after you apply the medicine, or within a day or longer afterward. Stop using this medicine and get emergency medical help if you have any of these signs of an allergic reaction : hives, itching; difficult breathing, feeling light-headed; swelling of your face, lips, tongue, or throat. Benzoyl peroxide and salicylic acid topical may cause serious side effects. Stop using benzoyl peroxide and salicylic acid topical and call your doctor at once if you have: severe skin irritation after using the medicine; scaly or peeling skin ; redness or swelling of treated skin; or nausea , vomiting , diarrhea . Common side effects of benzoyl peroxide and salicylic acid may include: dry skin or mild irritation; dizziness ; or ringing in your ears.",benzoyl peroxide and salicylic acid (topical),Topical acne agents,"Inova 4/1, Inova 8/2"
benzoyl peroxide / tretinoin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Benzoyl peroxide and tretinoin topical may cause serious side effects. Call your doctor at once if you have: skin irritation, such as dryness, pain, scaling, redness, peeling, stinging or burning. Common side effects of benzoyl peroxide and tretinoin topical may include: swelling, itching, pain, dryness, peeling, redness, and irritation at the application site.",benzoyl peroxide and tretinoin topical,Topical acne agents,Twyneo
BP 10-Wash,"redness, warmth, swelling, itching, stinging, burning, or irritation of treated skin.",sulfacetamide sodium and sulfur topical,Topical antibiotics,"Plexion, Sumadan, Sumaxin, Suphera"
BP Wash,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. BP Wash side effects",Benzoyl Peroxide Wash and Cleanser,Topical acne agents,"Benzac AC Wash, BP Foaming Wash, BP Wash, BPO-10 Wash, BPO-5 Wash, Desquam-X Wash, Effaclor Duo, Neutrogena Clear Pore, PanOxyl Wash, PanOxyl-4 Creamy Wash, PanOxyl-8 Creamy Wash, PR Benzoyl Peroxide Wash"
Brevoxyl Acne Wash Kit,"Brevoxyl Acne Wash Kit can cause a rare but serious allergic reaction or severe skin irritation. These reactions may occur just a few minutes after you apply the medicine, or within a day or longer afterward. Stop using this medicine and get emergency medical help if you have signs of an allergic reaction : hives, itching; difficult breathing, feeling light-headed; swelling of your face, lips, tongue, or throat. Stop using benzoyl peroxide and call your doctor at once if you have any of these side effects on the treated skin: severe itching or burning; severe stinging or redness; swelling; or peeling. Common side effects of Brevoxyl Acne Wash Kit may include: mild stinging or burning; itching or tingly feeling; skin dryness, peeling, or flaking; or redness or other irritation.",benzoyl peroxide topical,Topical acne agents,"Acne-Clear, Benzac AC, BenzePrO, Benziq, Clearskin, Fostex Wash 10%, NeoBenz Micro, Neutrogena Acne Mask, Oscion, Oxy Daily Wash, Oxy-10, Pacnex, PanOxyl, Persa-Gel, Riax, SoluCLENZ Rx, Triaz"
CeraVe SA Renewing,"CeraVe SA Renewing can cause a rare but serious allergic reaction or severe skin irritation. These reactions may occur just a few minutes after you apply the medicine, or within a day or longer afterward. Stop using this medicine and get emergency medical help if you have signs of an allergic reaction : hives, itching; difficult breathing, feeling light-headed; swelling of your face, lips, tongue, or throat. Also stop using CeraVe SA Renewing and call your doctor at once if you have: severe headache , ringing in your ears, problems with hearing, thinking problems; severe stomach pain, vomiting , or diarrhea ; a light-headed feeling, like you might pass out; shortness of breath; or severe burning, dryness, or irritation of the skin. Common side effects of CeraVe SA Renewing may include: minor skin irritation , rash, or peeling; or changes in the color of treated skin (usually whitening).",salicylic acid topical,"Topical acne agents, Topical keratolytics","Acnevir, Compound W, DermalZone, Dermarest Psoriasis Skin Treatment, Dr Scholl's Corn Removers, Freezone Corn Remover, Keralyt, Mediplast, Salex, Scalpicin Scalp Relief, Stri-Dex, Wart Remover, Xalix"
Clarifoam EF,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Skin irritation. Rarely, very bad effects have happened with sulfa drugs . Sometimes, these have been deadly. These effects have included liver problems, blood problems, and very bad skin reactions ( Stevens-Johnson syndrome / toxic epidermal necrolysis ). Call your doctor right away if you have a rash; red, swollen, blistered, or peeling skin; red or irritated eyes; sores in your mouth, throat, nose, or eyes; fever, chills, or sore throat; cough that is new or worse; feeling very tired or weak; any bruising or bleeding; or signs of liver problems like dark urine, feeling tired, not hungry, upset stomach or stomach pain, light-colored stools, throwing up, or yellow skin or eyes. Clarifoam EF side effects",Sulfur and Sulfacetamide Foam,Topical antibiotics,"Avar, Avar LS, SSS 10-4, SSS 10-5"
clascoterone,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Clascoterone topical may cause serious side effects. Call your doctor at once if you have: severe itching, burning, peeling, or redness of treated skin; high blood potassium-- nausea , weakness, tingly feeling, chest pain, irregular heartbeats, loss of movement; or decreased adrenal gland hormones --nausea, vomiting , stomach pain, loss of appetite, feeling tired or light-headed, muscle or joint pain, skin discoloration, craving salty foods. Serious side effects may be more likely to occur in younger people. Common side effects of clascoterone topical may include: redness, itching, stinging, burning, or swelling of treated skin; or dry or scaly skin.",clascoterone topical,Topical acne agents,Winlevi
Cleanse & Treat,"Cleanse & Treat can cause a rare but serious allergic reaction or severe skin irritation. These reactions may occur just a few minutes after you apply the medicine, or within a day or longer afterward. Stop using this medicine and get emergency medical help if you have any of these signs of an allergic reaction : hives, itching; difficult breathing, feeling light-headed; swelling of your face, lips, tongue, or throat. Stop using Cleanse & Treat and call your doctor at once if you have: severe skin irritation after using the medicine; scaly or peeling skin ; redness or swelling of treated skin; or nausea , vomiting , diarrhea . Common side effects of Cleanse & Treat may include: dry skin or mild irritation; dizziness ; or ringing in your ears.",benzoyl peroxide and salicylic acid (topical),Topical acne agents,"Inova 4/1, Inova 8/2"
